Name,Manufacturer,Version,Date,Platform,Class,WHQLSigned,enable,Hash,guid
Intel Net vxs65x64.inf 2.1.133.0,Intel,2.1.133.0,09/25/2018,x64,Net,True,True,07DD0ABFE27FC141EA06427DBFF6C0B2A1288D87FBC8E3AD0F724E9CD46D40DB,{ca4506f1-eeb4-4155-908b-cfbd472b981d}
Intel Net vxs68x64.inf 2.1.138.0,Intel,2.1.138.0,10/03/2018,x64,Net,True,True,9BDD2CB1CDE613812DACFC711927CECC22A196AE05475E8BD031A147DC2130AE,{a12e9c91-2411-4f81-b223-bf5ddb116b8e}
Intel Net vxs68x64.inf 2.1.230.0,Intel,2.1.230.0,01/05/2021,x64,Net,True,True,70595CC695B6ACF4BF3117CD9FC79AF173C9E121C642CD681BEE441AFA3F40B8,{255f12cc-d995-4903-8254-1f8ef1849301}
Intel NetTrans anspw60e.inf 9.9.0.59,Intel,9.9.0.59,09/07/2018,x64,NetTrans,True,True,DB929666F4E5D289542C610D9090AD2E8C7685CC775F6B16AA7ACB3CA1FEF6D5,{68cf3662-b4ed-4205-b4e9-ef7e97fbec26}
Intel NetTrans ifcoepr.inf 1.19.22.0,Intel,1.19.22.0,10/07/2016,x64,NetTrans,True,True,DB929666F4E5D289542C610D9090AD2E8C7685CC775F6B16AA7ACB3CA1FEF6D5,{d121443b-f5d6-44d2-86ee-70762a9374b2}
Intel NetTrans ifp63x64.inf 1.19.22.0,Intel,1.19.22.0,10/07/2016,x64,NetTrans,True,True,DB929666F4E5D289542C610D9090AD2E8C7685CC775F6B16AA7ACB3CA1FEF6D5,{cb29b10f-c716-4fdb-a985-bd6719640bae}
Intel NetTrans ilp60x64.inf 1.32.0.0,Intel,1.32.0.0,09/12/2016,x64,NetTrans,True,True,DB929666F4E5D289542C610D9090AD2E8C7685CC775F6B16AA7ACB3CA1FEF6D5,{b61a3c54-69dd-422e-a4bf-875808fde16e}
Intel SCSIAdapter ifcoemp.inf 1.19.22.0,Intel,1.19.22.0,10/07/2016,x64,SCSIAdapter,True,True,DB929666F4E5D289542C610D9090AD2E8C7685CC775F6B16AA7ACB3CA1FEF6D5,{3cf28068-63d4-4922-8666-9a594cad2301}
Intel SCSIAdapter ifm63x64.inf 1.19.22.0,Intel,1.19.22.0,10/07/2016,x64,SCSIAdapter,True,True,DB929666F4E5D289542C610D9090AD2E8C7685CC775F6B16AA7ACB3CA1FEF6D5,{6e99b474-1d75-4dd1-8767-02f11cdba147}
Intel System ifb63x64.inf 1.19.22.0,Intel,1.19.22.0,10/07/2016,x64,System,True,True,DB929666F4E5D289542C610D9090AD2E8C7685CC775F6B16AA7ACB3CA1FEF6D5,{741202cd-f9ab-46a3-bbe4-bb647d6e71f8}
Intel System ifcoevb.inf 1.19.22.0,Intel,1.19.22.0,10/07/2016,x64,System,True,True,DB929666F4E5D289542C610D9090AD2E8C7685CC775F6B16AA7ACB3CA1FEF6D5,{970851e1-5f6a-4f04-a788-28f8d1d878b3}
Microchip Technology Inc. Net atin650f.inf 3.8.4.0,Microchip Technology Inc.,3.8.4.0,08/10/2018,x64,Net,True,True,F5DD43456262F3C289AB2E701EE7E42553D58CB96138D02D3185C8F32DE7DE02,{dc947c7e-c01c-4f0b-a488-422eb0164f8d}
Microsemi Corporation. SCSIAdapter SmartPqi.inf 63.32.0.64,Microsemi Corporation.,63.32.0.64,04/14/2017,x64,SCSIAdapter,True,True,3847263864714C8095F621741FF05F422D9FA41EF2B79001A6246A8E4B585EA6,{84fc4e8d-0e9d-4fdb-a212-f35e342b46d4}
Realtek Extension rtvdevx64_ext.inf 1.001.0414.2020,Realtek,1.001.0414.2020,04/14/2020,x86 x64,Extension,True,True,DF8EB05C6DE248F118000206F9F81884D2ED11787A7FEE4854F7AAAD5D3A2A1F,{32b85e94-1441-4f77-b1be-7ec38cc97211}
Realtek MultiFunction rtvdevx64.inf 1.1.1108.2017,Realtek,1.1.1108.2017,11/08/2017,x64,MultiFunction,True,True,3C6D93A9F4DF9DEA6504F6ADFF27B1EF1E5574FC3C09CF7AC1F5A8C88A7C4194,{200e8396-8842-465a-aad4-a6a1a7d99cb5}
Realtek Net rt640x64.inf 10.023.1003.2017,Realtek,10.023.1003.2017,10/03/2017,x64,Net,True,True,3C6D93A9F4DF9DEA6504F6ADFF27B1EF1E5574FC3C09CF7AC1F5A8C88A7C4194,{0cddc8e8-28e6-4ef7-9013-aa1ae42681f1}
Realtek Net rt640x64.inf 10.031.0828.2018,Realtek,10.031.0828.2018,08/28/2018,x64,Net,True,True,D25621DC40A9ED52F519E61F668759299D48B695A21D15312E3B09A506090EB0,{020dbe0c-f21e-4f8f-8f6e-8540fef2da05}
Realtek Net rt68cx21x64.inf 1168.014.0613.2023,Realtek,1168.014.0613.2023,06/13/2023,x64,Net,True,True,DF8EB05C6DE248F118000206F9F81884D2ED11787A7FEE4854F7AAAD5D3A2A1F,{c4ebe509-8f5f-4962-9c4c-eb0f025d62bb}
Realtek Net rt68dcx21x64.inf 1166.014.0613.2023,Realtek,1166.014.0613.2023,06/13/2023,x64,Net,True,True,DF8EB05C6DE248F118000206F9F81884D2ED11787A7FEE4854F7AAAD5D3A2A1F,{622959be-e2f2-46b5-9371-b847ddad1e6b}
Realtek Net rtump64x64.INF 10.45.0308.2021,Realtek,10.45.0308.2021,03/07/2021,x64,Net,True,True,D4AFB521E24AE75A286F909734E24D3CBE568BE7732E582B67AF20ECF50FAFF4,{49e5b270-46af-4977-a276-315226f2a4b5}
Realtek RealManage rtvdevw10x64.inf 10.007.0406.2023,Realtek,10.007.0406.2023,04/06/2023,x64,RealManage,True,True,DF8EB05C6DE248F118000206F9F81884D2ED11787A7FEE4854F7AAAD5D3A2A1F,{30bdf7d6-6853-4966-b5cc-09f1a72c8a83}
